Nom,Dosage,Forme,Pr?sentation,Prix public,Prix hospitalier,DCI,Source
PIPORTIL,"4,00%",Gouttes buvables,FL/10 ml,"15,952","13,558",PIPOTIAZINE,ballouchi.github.io/medoc
LYSANXIA,10 mg,Comprimés sécables,B/40,"5,602","2,240",PRAZEPAM,ballouchi.github.io/medoc
LYSANXIA,15 mg/ml,Gouttes buvables,FL/20 ml,"5,545","2,216",PRAZEPAM,ballouchi.github.io/medoc
NEULEPTIL,"4,00%",Gouttes buvables,FL/30 ml,"4,499","3,800",PROPERICIAZINE,ballouchi.github.io/medoc
QUETAP,50 mg,Comprimés pelliculés,B/30,"40,140","32,411",QUETIAPINE,ballouchi.github.io/medoc
QUETAP,50 mg,Comprimés pelliculés,B/60,"76,270","64,821",QUETIAPINE,ballouchi.github.io/medoc
QUETAP,100 mg,Comprimés pelliculés,B/30,"57,240","46,844",QUETIAPINE,ballouchi.github.io/medoc
QUETAP,100 mg,Comprimés pelliculés,B/60,"110,240","93,687",QUETIAPINE,ballouchi.github.io/medoc
SEROQUEL,100 mg,Comprimés pelliculés,B/60,"216,880","93,687",QUETIAPINE,ballouchi.github.io/medoc
QUETAP,200 mg,Comprimés pelliculés,B/30,"67,945","57,732",QUETIAPINE,ballouchi.github.io/medoc
QUETAP,200 mg,Comprimés pelliculés,B/60,"139,240","115,464",QUETIAPINE,ballouchi.github.io/medoc
SEROQUEL,200 mg,Comprimés pelliculés,B/60,"271,150","115,464",QUETIAPINE,ballouchi.github.io/medoc
QUETAP,300 mg,Comprimés pelliculés,B/30,"102,240","85,094",QUETIAPINE,ballouchi.github.io/medoc
QUETAP,300 mg,Comprimés pelliculés,B/60,"200,240","170,187",QUETIAPINE,ballouchi.github.io/medoc
SEROQUEL,300 mg,Comprimés pelliculés,B/60,"445,680","170,187",QUETIAPINE,ballouchi.github.io/medoc
RISDONE 2,2 mg,Comprimés pelliculés,B/20,"21,160","16,847",RISPERIDONE,ballouchi.github.io/medoc
RESPIROX,2 mg,Comprimés pelliculés sécables,B/20,"21,810","16,847",RISPERIDONE,ballouchi.github.io/medoc
RISPERIDONE TERIAK,2 mg,Comprimés pelliculés sécables,B/20,"22,385","16,847",RISPERIDONE,ballouchi.github.io/medoc
RAXIDONE,2 mg,Comprimés pelliculés sécables,B/30,"35,490","25,271",RISPERIDONE,ballouchi.github.io/medoc
RISPERIDONE TERIAK,2 mg,Comprimés pelliculés sécables,B/60,"67,870","50,541",RISPERIDONE,ballouchi.github.io/medoc
RAXIDONE,2 mg,Comprimés pelliculés sécables,B/60,"68,880","50,541",RISPERIDONE,ballouchi.github.io/medoc
RISPERDAL,2 mg,Comprimés sécables,B/60,"166,675","50,541",RISPERIDONE,ballouchi.github.io/medoc
RAXIDONE,2 mg,Comprimés pelliculés sécables,B/90,"89,240","75,812",RISPERIDONE,ballouchi.github.io/medoc
RESPIROX,4 mg,Comprimés,B/20,"59,630","0,000",RISPERIDONE,ballouchi.github.io/medoc
RISDONE 4,4 mg,Comprimés pelliculés,B/20,"40,160","32,181",RISPERIDONE,ballouchi.github.io/medoc
RAXIDONE,4 mg,Comprimés pelliculés sécables,B/30,"56,790","48,272",RISPERIDONE,ballouchi.github.io/medoc
RISPERIDONE TERIAK,4 mg,Comprimés pelliculés sécables,B/30,"59,795","48,272",RISPERIDONE,ballouchi.github.io/medoc
RESPIROX,4 mg,Comprimés pelliculés sécables,B/30,"59,800","48,272",RISPERIDONE,ballouchi.github.io/medoc
RISDONE 1,,,,,"0,000",RISPERIDONE,ballouchi.github.io/medoc
RISDONE 3,,,,,"0,000",RISPERIDONE,ballouchi.github.io/medoc
RISPER ORO,2 mg,Comprimés orodispersibles,B/30,"35,815","27,617",RISPERIDONE,ballouchi.github.io/medoc
RISPER ORO,2 mg,Comprimés orodispersibles,B/60,"64,980","55,233",RISPERIDONE,ballouchi.github.io/medoc
RAXIDONE,1 mg/ml,Solution buvable,FL/30 ml,"26,065","17,493",RISPERIDONE,ballouchi.github.io/medoc
RAXIDONE,1 mg/ml,Solution buvable,FL/60 ml,"46,290","34,986",RISPERIDONE,ballouchi.github.io/medoc
RISPERIDONE TERIAK,1 mg/ml,Solution buvable,FL/60 ml,"53,660","34,986",RISPERIDONE,ballouchi.github.io/medoc
RISPERDAL,1 mg/ml,Solution buvable,FL/60 ml,"121,350","34,986",RISPERIDONE,ballouchi.github.io/medoc
RAXIDONE,1 mg/ml,Solution buvable,FL/90 ml,"61,815","52,479",RISPERIDONE,ballouchi.github.io/medoc
RISDONE,1 mg/ml,Solution buvable,FL/100 ml,"137,840","58,310",RISPERIDONE,ballouchi.github.io/medoc
SINAPRID,200 mg,Comprimés sécables,B/10,"7,435","6,316",SULPIRIDE,ballouchi.github.io/medoc
DOGMATIL,200 mg,Comprimés sécables,B/12,"9,750","7,579",SULPIRIDE,ballouchi.github.io/medoc
DOPRID 50,50 mg,Gélules,B/30,"4,300","3,647",SULPIRIDE,ballouchi.github.io/medoc
SULPIRIL,50 mg,Gélules,B/30,"4,320","3,647",SULPIRIDE,ballouchi.github.io/medoc
DOGMACARE,50 mg,Gélules,B/30,"5,510","3,647",SULPIRIDE,ballouchi.github.io/medoc
DOGMATIL,50 mg,Gélules,B/30,"5,795","3,647",SULPIRIDE,ballouchi.github.io/medoc
SINAPRID,50 mg,Gélules,B/30,"7,060","3,647",SULPIRIDE,ballouchi.github.io/medoc
SEDATYL,100 mg/2 ml,Solution injectable,B/4/2 ml,"2,025","1,720",SULPIRIDE,ballouchi.github.io/medoc
DOPRID 100,100 mg/2 ml,Solution injectable,B/4/2 ml,"2,250","1,720",SULPIRIDE,ballouchi.github.io/medoc
DOGMATIL,100 mg/2 ml,Solution injectable,B/4/2 ml,"3,645","1,720",SULPIRIDE,ballouchi.github.io/medoc
SINAPRID,"0,50%",Solution buvable,Fl/150 ml,"4,025","1,785",SULPIRIDE,ballouchi.github.io/medoc
SULPIRIL,"0,50%",Solution buvable,FL/200 ml,"3,560","2,380",SULPIRIDE,ballouchi.github.io/medoc
DOGMATIL,"0,50%",Solution buvable,FL/200 ml,"4,165","2,380",SULPIRIDE,ballouchi.github.io/medoc
DOPRID PER OS,5 mg/ml,Solution buvable,FL/200 ml,"2,980","2,380",SULPIRIDE,ballouchi.github.io/medoc
TIAPRIDAL,100 mg,Comprimés sécables,B/20,"5,438","4,607",TIAPRIDE,ballouchi.github.io/medoc
TIAPRIDAL,100 mg,Solution injectable,B/12/2 ml,"5,018","4,264",TIAPRIDE,ballouchi.github.io/medoc
ZELDOX,40 mg,Gélules,B/30,"88,270","75,021",ZIPRASIDONE,ballouchi.github.io/medoc
ZELDOX,20 mg/ml,Pdre p.prep.injectable,B/1 FL,"43,371","36,865",ZIPRASIDONE,ballouchi.github.io/medoc
ZOLPIDEM VIATRIS,10 mg,Comprimés pelliculés sécables,B/14,"6,340","0,000",ZOLPIDEM,ballouchi.github.io/medoc
STILNOX,10 mg,Comprimés pelliculés sécables,B/14,"9,255","0,000",ZOLPIDEM,ballouchi.github.io/medoc
SOMEX,10 mg,Comprimés pelliculés sécables,B/15,"6,250","0,000",ZOLPIDEM,ballouchi.github.io/medoc
SOMEX,10 mg,Comprimés pelliculés sécables,B/15,,"0,000",ZOLPIDEM,ballouchi.github.io/medoc
ZOLPINOX,10 mg,Comprimés pelliculés sécables,B/15,,"0,000",ZOLPIDEM,ballouchi.github.io/medoc
ALLERTEC,10 mg,Comprimés sécables,B/7,"3,625","1,488",CETIRIZINE,ballouchi.github.io/medoc
AIRGIX,10 mg,Comprimés pelliculés,B/10,"3,540","2,125",CETIRIZINE,ballouchi.github.io/medoc
ALLERGICA,10 mg,Comprimés,B/10,"5,490","2,125",CETIRIZINE,ballouchi.github.io/medoc
ALLERTEC,10 mg,Comprimés sécables,B/15,"7,635","3,188",CETIRIZINE,ballouchi.github.io/medoc
VIRLIX,10 mg,Comprimés,B/15,"9,620","3,188",CETIRIZINE,ballouchi.github.io/medoc
ZYRTEC,10 mg,Comprimés sécables,B/15,"11,725","3,188",CETIRIZINE,ballouchi.github.io/medoc
AIRGIX,10 mg,Comprimés pelliculés,B/20,"6,670","4,250",CETIRIZINE,ballouchi.github.io/medoc
ALLERGICA,10 mg,Comprimés,B/20,"7,630","4,250",CETIRIZINE,ballouchi.github.io/medoc
CETRIX,10 mg,Comprimés pelliculés sécables,B/30,"7,505","6,375",CETIRIZINE,ballouchi.github.io/medoc
AIRGIX,10 mg,Comprimés pelliculés,B/30,"9,645","6,375",CETIRIZINE,ballouchi.github.io/medoc
ALLERTEC,10 mg,Comprimés sécables,B/30,"10,900","6,375",CETIRIZINE,ballouchi.github.io/medoc
ALLERGICA,10 mg,Comprimés,B/30,"12,130","6,375",CETIRIZINE,ballouchi.github.io/medoc
C-TOLERGE,5 mg/5 ml,Sirop,FL/100 ml,"4,280","3,570",CETIRIZINE,ballouchi.github.io/medoc
ALLERGICA,"0,10%",Sirop,FL/150 ml,"9,335","5,355",CETIRIZINE,ballouchi.github.io/medoc
ARHIN,"1,00%",Solution buvable,Fl/15 ml,"4,600","3,137",CETIRIZINE,ballouchi.github.io/medoc
C-TOLERGE,10 mg/ml,Solution buvable,FL/30 ml,"7,400","6,273",CETIRIZINE,ballouchi.github.io/medoc
CHLOROHISTOL,4 mg,Comprimés sécables,B/20,"3,975","0,000",CHLORPHENIRAMINE,ballouchi.github.io/medoc
CIPTADINE,4 mg,Comprimés enrobés sécables,B/30,"5,120","4,335",CYPROHEPTADINE,ballouchi.github.io/medoc
CIPRACTINE,4 mg,Comprimés,B/30,"5,390","4,335",CYPROHEPTADINE,ballouchi.github.io/medoc
ALLERGUS,5 mg,Comprimés pelliculés,B/5,"2,560","1,373",DESLORATADINE,ballouchi.github.io/medoc
DESLOR,5 mg,Comprimés pelliculés,B/7,"3,800","1,922",DESLORATADINE,ballouchi.github.io/medoc
DESLORYNE 5,5 mg,Comprimés pelliculés,B/10,"4,445","2,746",DESLORATADINE,ballouchi.github.io/medoc
CLARIUS,5 mg,Comprimés pelliculés,B/15,"5,420","4,118",DESLORATADINE,ballouchi.github.io/medoc
ALLERGUS,5 mg,Comprimés pelliculés,B/15,"6,695","4,118",DESLORATADINE,ballouchi.github.io/medoc
LORINEX,5 mg,Comprimés pelliculés,B/15,"6,820","4,118",DESLORATADINE,ballouchi.github.io/medoc
DESLOR,5 mg,Comprimés pelliculés,B/15,"7,830","4,118",DESLORATADINE,ballouchi.github.io/medoc
HISTAM,5 mg,Comprimés pelliculés,B/15,"7,985","4,118",DESLORATADINE,ballouchi.github.io/medoc
AERIUS,5 mg,Comprimés pelliculés,B/15,"10,670","4,118",DESLORATADINE,ballouchi.github.io/medoc
CLARIUS,5 mg,Comprimés pelliculés,B/30,"9,705","8,237",DESLORATADINE,ballouchi.github.io/medoc
DESLORYNE 5,5 mg,Comprimés pelliculés,B/30,"11,070","8,237",DESLORATADINE,ballouchi.github.io/medoc
ALLERGUS,5 mg,Comprimés pelliculés,B/30,"11,750","8,237",DESLORATADINE,ballouchi.github.io/medoc
HISTAM,5 mg,Comprimés pelliculés,B/30,"11,750","8,237",DESLORATADINE,ballouchi.github.io/medoc
LORINEX,5 mg,Comprimés pelliculés,B/30,"11,990","8,237",DESLORATADINE,ballouchi.github.io/medoc
DESLOR,5 mg,Comprimés pelliculés,B/30,"12,880","8,237",DESLORATADINE,ballouchi.github.io/medoc
DESLORATADINE GENEPHARM,"2,5 mg",Comprimés orodispersibles,B/30,"9,150","7,778",DESLORATADINE,ballouchi.github.io/medoc
DESLORATADINE GENEPHARM,5 mg,Comprimés orodispersibles,B/30,"9,615","7,829",DESLORATADINE,ballouchi.github.io/medoc
CLARIUS,"0,5 mg/ml",Solution buvable,FL/150 ml,"6,895","5,738",DESLORATADINE,ballouchi.github.io/medoc
HISTAM,"0,5 mg/ml",Sirop,FL/150 ml,"7,885","5,738",DESLORATADINE,ballouchi.github.io/medoc
ALLERGUS,"0,5 mg/ml",Sirop,FL/150 ml,"10,565","5,738",DESLORATADINE,ballouchi.github.io/medoc
AERIUS,"0,5 mg/ml",Solution buvable,FL/150 ml,"19,995","5,738",DESLORATADINE,ballouchi.github.io/medoc
DENIR,"0,5 mg/5 ml",Sirop,FL/125 ml,"1,275","1,063",DEXCHLORPHENIRAMINE,ballouchi.github.io/medoc
